ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,member_casual
14593DC02CAF45B1,classic_bike,2022-01-31 23:50:20.742,2022-02-01 00:03:53.784,E 33 St & 1 Ave,E 11 St & 3 Ave,40.74322681432173,-73.97449783980846,40.73127,-73.98849,member
40F889B1160C201B,electric_bike,2022-01-31 23:55:45.935,2022-02-01 00:01:44.448,Columbia St & Rivington St,Clinton St & Grand St,40.71739973,-73.98016555,40.71559509,-73.9870295,member
BC474A5BD9FDA801,electric_bike,2022-01-31 23:58:58.614,2022-02-01 01:11:03.097,Union St & Nevins St,Prospect Pl & 6 Ave,40.67909799721684,-73.98765474557877,40.6793307,-73.97519523,member
92D0ED6E2F63E32E,classic_bike,2022-01-31 23:53:40.007,2022-02-01 00:03:54.171,2 Ave & E 31 St,E 20 St & 2 Ave,40.74290902,-73.97706058,40.73587678,-73.98205027,casual
F14C18388A5A7748,electric_bike,2022-01-31 23:52:07.333,2022-02-01 00:29:48.233,West End Ave & W 60 St,Leonard St & Boerum St,40.77237,-73.99005,40.70583339,-73.94644578,casual
347C1AE16F67372C,classic_bike,2022-01-30 12:53:41.555,2022-02-04 12:49:31.585,1 Ave & E 62 St,1 Ave & E 62 St,40.761227,-73.96094,40.761227,-73.96094,casual
D81175D3EF151233,classic_bike,2022-01-31 14:55:30.734,2022-02-01 14:29:03.998,Washington Pl & 6 Ave,University Pl & E 14 St,40.73224119,-74.00026394,40.734814,-73.992085,member
E1012DDC435E9D9A,electric_bike,2022-01-31 18:39:17.388,2022-02-01 10:27:38.260,Wyckoff Av & Jefferson St,Menahan St & Seneca Ave,40.707165,-73.923711,40.70461,-73.91054,casual
D1723866DFDB644A,electric_bike,2022-01-31 23:54:25.220,2022-02-01 00:01:41.751,E 33 St & 1 Ave,W 33 St & 7 Ave,40.74322681432173,-73.97449783980846,40.75019995,-73.99093085,casual
C2258BFC71FDB12E,electric_bike,2022-01-31 23:38:38.761,2022-02-01 00:00:39.395,E 51 St & 2 Ave,W 106 St & Central Park West,40.755293,-73.967641,40.7981856,-73.9605909006,casual
8A986D2872CAF72A,classic_bike,2022-01-31 17:52:57.406,2022-02-01 08:06:07.861,E 39 St & Lexington Ave,Bleecker St & Crosby St,40.7494985460252,-73.97729203113158,40.72615604980408,-73.99510189890862,member
573B702149BC8EB6,classic_bike,2022-01-31 23:55:59.833,2022-02-01 00:03:57.029,Mt Morris Park W & W 120 St,Lenox Ave & W 140 St,40.804038,-73.945925,40.817245,-73.938787,member
4955CE23E2F9DE9D,electric_bike,2022-01-31 23:52:47.206,2022-02-01 00:03:32.274,2 Ave & E 29 St,Stanton St & Chrystie St,40.74172351097472,-73.97809267044067,40.72229346,-73.99147535,member
9E71E1677A8DBDC1,classic_bike,2022-01-31 23:51:19.186,2022-02-01 00:07:04.130,Wyckoff Av & Stanhope St,Central Ave & Woodbine St,40.703545,-73.917775,40.69296,-73.91605,member
34BD74D84D320CF5,electric_bike,2021-01-30 17:30:45.544,2022-05-23 06:17:27.131,W 144 St & Adam Clayton Powell Blvd,Frederick Douglass Blvd & W 112 St,40.820877,-73.939249,40.801694,-73.957145,casual
